"","trial","electrodes","bin_1","bin_2","bin_3","bin_4","bin_5","bin_6","bin_7","bin_8","bin_9","bin_10","bin_11","bin_12","bin_13","bin_14","bin_15","X","SID","newround_time","choice_time","buttonpress_time","reveal_time","self_payoff","other_payoff","self_foregone","other_foregone","RT","side_chosen","self_var_payoff","other_var_payoff","ineq_var_abs","ineq_choice_abs","ineq_foregone_abs","ineq_foregone","ineq_disadvent","ineq_advent","ineq_disadvent_choice","ineq_advent_choice","ineq_var","ineq_choice","chose_equality","self_diff","other_diff","L_self","R_self","L_other","R_other"
"1",1,"LAM1-LAM2",0.0834060515,0.309244009,0.43269172,0.4508385015,0.2946591165,0.099933225,-0.096150525,-0.102048224,-0.136846932,-0.03352611055,0.06984438995,0.04168688545,0.0938646522,0.05313329225,0.03118883425,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"2",1,"LAM2-LAM3",-0.19938144075,-0.31922835325,-0.31594303175,-0.33582943025,-0.21702047475,-0.09429062225,0.00626687625,0.01235302025,-0.08451270225,0.02502311125,0.02586996125,0.02244113025,0.19154525275,0.05047683525,-0.04241061825,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"3",1,"LAM3-LAM4",-0.1533664905,-0.2784868235,-0.344020031,-0.205561846,-0.329237731,-0.353443583,-0.1822646205,-0.237849407,-0.1069043045,-0.013877873,-0.127708373,-0.0806407327,-0.0951107202,-0.0869586522,-0.0591503292,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"4",1,"LAM4-LAM5",0.23184128105,0.26276663535,0.11724243835,0.23054157885,0.3795696,0.3412785392,0.2447153567,0.0070139967,-0.2436560033,-0.2705597201,-0.1922454156,0.0241902344,0.1156814674,0.1671712877,0.2562257502,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"5",1,"LAM6-LAM7",-0.096896159,-0.0172078445,0.08796914,0.280429368,0.3354647385,0.377190944,0.2435569825,-0.0061752735,-0.083319457,-0.103766002,-0.050065287,0.150021274,0.1880383695,0.1388258905,0.1854362695,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"6",1,"LAM7-LAM8",0.2206465444,0.0794681494,-0.0583562306,-0.1563496541,-0.2534296991,-0.2126069641,-0.2816311186,-0.27005379385,-0.16949309885,-0.17162215435,-0.06818479985,0.0672354879,0.0406507759,0.0476285229,-0.0446573278,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"7",1,"LHB9-LHB10",-0.37440273205,-0.25707762855,-0.29126822855,-0.22859634055,-0.212509134,-0.121888124,-0.0989438765,-0.1317784415,-0.1310735385,-0.1746689485,-0.221250494,-0.304359714,-0.2355407455,-0.1628866905,-0.151178545,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"8",1,"LAM8-LAM9",-0.1548253425,-0.2195339475,-0.1057465688,-0.1142095833,-0.0693048083,-0.10427465605,-0.06742961825,0.0035224291,0.1588786766,0.19475067935,0.0792086522,-0.00529103565,-0.27346173065,-0.21661309065,-0.1701259185,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"9",1,"LAM9-LAM10",0.350792878695,0.369905308695,0.331941593695,0.329322950195,0.225044949695,0.162093210695,0.071880010695,-0.014868580305,0.045340483695,0.025402860695,0.027862800695,0.089888813195,0.145386679695,0.194242532195,0.437647692195,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"10",1,"LIP4-LIP5",-0.071530301,-0.17685255795,-0.15831101045,-0.1827271815,-0.170911641,-0.23111086905,-0.25562277955,-0.1474579585,-0.1378337955,-0.045107532,0.0222905771,-0.0349361044,-0.1508997374,-0.2107857214,-0.3133058015,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"11",1,"LHH5-LHH6",0.168489698,0.13202338585,-0.06663732915,-0.26372115415,-0.33628097765,-0.358514725,-0.258647125,-0.156688327,-0.0219681785,0.0354830135,0.033659769,0.117637591,0.066584296,0.0674096715,0.030161261,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"12",1,"LHH7-LHH8",0.20873373995,0.2568287485,0.324975893,0.3000826785,0.37817252,0.461901394,0.326343196,0.440788935,0.473168775,0.308870815,0.3341583891,0.2517663831,0.0899639096,0.0562807146,0.0206415975,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
