"","trial","time_1","time_2","time_3","time_4","time_5","time_6","time_7","time_8","time_9","time_10","time_11","time_12","time_13","time_14","time_15","time_16","time_17","time_18","time_19","time_20","time_21","time_22","time_23","time_24","time_25","time_26","time_27","time_28","time_29","time_30","time_31","time_32","time_33","time_34","time_35","time_36","time_37","time_38","time_39","time_40","time_41","time_42","time_43","electrodes","X","SID","newround_time","choice_time","buttonpress_time","reveal_time","self_payoff","other_payoff","self_foregone","other_foregone","RT","side_chosen","self_var_payoff","other_var_payoff","ineq_var_abs","ineq_choice_abs","ineq_foregone_abs","ineq_disadvent","ineq_advent","ineq_disadvent_choice","ineq_advent_choice","ineq_choice","chose_equality","self_diff","other_diff","L_self","R_self","L_other","R_other"
"1",3,-0.741953879718621,-0.0487303370495171,0.959337935804049,-0.168653719035911,-0.18830139965926,-0.0663712829154979,-0.000944254775282705,0.226948864281376,-0.206731834513898,0.350556080582314,-0.131060070517245,-0.852989967850047,-0.74923500021676,-0.483291350581813,-0.29982662000114,-0.211303168607262,-0.0661381555103158,-0.738919161150817,-0.291712786934684,-2.35345577637357,-0.571732729858754,-0.846491688624984,-0.455819395917218,-0.708979319868262,-0.0310950644964696,-0.846593430099984,-0.366193798109766,0.886050579801237,-1.35583757937652,0.498460203769571,0.0839416454593729,-0.0393063426948106,-0.17236237825241,1.29883494325319,-0.0769972130388425,0.719808462159057,-0.336076485478045,0.119931870740969,-0.178690141749147,-0.135630652288699,-0.271282279647915,0.527502016679398,-0.335883125853985,"POL LIN9-Ref-POL LIN10-Ref",1487,"DG_s08",5.094,5.766,7.047,7.047,10,10,8,8,1.281,"Left",8,8,0,0,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"2",3,0.847716324829562,0.383500848064992,-0.780138270511777,-0.451078902382777,0.0133886019361422,0.486517186010845,-1.2911442531925,0.784700861959723,0.627301545464414,-0.247619976935098,-0.519324304266514,-0.580139987312864,-1.10782445075725,1.05476091402212,-0.162737359753526,-0.85042013418545,0.18304293054483,-0.436094614980785,0.225119644183656,0.776457999350619,1.00934428730946,0.227777963978362,-0.0245117207766314,-0.407031591799131,0.454854269475666,0.282279280179084,0.992963092040513,1.48564938063259,0.61056475310889,-0.547696334157752,-1.48008942940309,-0.707796639076318,-1.08628452162683,0.338176450071435,-0.446762411025786,0.558005937998764,1.59036106416544,0.408075298976158,0.368651571610819,0.425438296692932,-0.142167699702014,0.870449085079704,0.403944616865246,"POL LIN4-Ref-POL LIN5-Ref",1487,"DG_s08",5.094,5.766,7.047,7.047,10,10,8,8,1.281,"Left",8,8,0,0,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"3",3,-0.146201941547314,-1.59026605688994,1.33711878952925,0.399349208908004,-1.15520207152574,0.694192117614556,-0.0892339418587187,0.0726032081682977,-0.831605014984634,0.0407235989944748,0.294992852177393,0.981679573169084,-0.183037334452102,0.170282121808173,0.215950398274783,0.138431657859759,0.159777615346045,0.371472470010643,0.396627691553343,-0.533847862484767,-0.325508567297358,-0.0405168032604402,-0.798752261152772,-0.293202319892048,0.53094489766619,-0.110936481552756,0.979428998615152,0.41665534031228,-0.547010699507411,-0.14260092937372,-0.267929434669346,0.0168759947362127,-0.0152781123298724,-0.669825561638432,-0.587782200452963,-0.195370965353784,-0.599576919579426,-1.00778485081819,-1.36840753818433,0.933687583891932,0.775880069259959,1.47108746248172,-0.306738709841098,"POL LIN1-Ref-POL LIN2-Ref",1487,"DG_s08",5.094,5.766,7.047,7.047,10,10,8,8,1.281,"Left",8,8,0,0,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"4",3,-0.272374553041455,-0.762705095644189,1.4424109266305,-0.407331277944859,0.132054151294708,-0.440744936885956,0.357312552660195,0.134556957468703,-0.570338488702335,0.0987558100572179,-0.622476742315772,-1.34277280455382,1.52903863060197,0.0499678793243414,0.577966156579241,-0.119297311279959,-0.74999484050091,0.0362966906586326,0.649146552684661,-0.908705070355196,-0.570600166055654,-0.849567523326759,-0.308363410237113,0.268721149876302,-0.02447207058992,0.0692912545022017,-0.197915187795464,0.227639239791805,-0.331171892875339,0.360790158341046,-0.753707166010816,0.37347849510135,-0.531339190390792,0.0506242934514369,0.560779432356754,-1.08059737966767,-0.601384092528617,0.816947444139851,1.04475235003455,0.820165992701,0.94430367638465,-0.133818095202946,0.257293537005689,"POL RIN11-Ref-POL RIN12-Ref",1487,"DG_s08",5.094,5.766,7.047,7.047,10,10,8,8,1.281,"Left",8,8,0,0,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"5",3,0.0317815049288177,0.565428125895769,-2.08501852382668,1.48780889300209,-1.15210266474401,0.770721196575377,0.363092459185982,-0.665516681741963,-0.0505363570360273,-0.057880371332242,6.57283930622921e-05,-1.15499986532686,-0.69441468234654,0.196799260889277,-0.267635924980546,-0.442228457990012,-0.290243161847163,0.0284590679266161,-0.939349278173315,-0.367369903066521,-0.720694760119971,-0.273219639145729,-0.990123255086675,-0.340595103319132,0.106304274531748,-0.510754731270669,-1.05143097087595,-1.99219403500168,0.60520389071018,-0.270007732009774,0.1643368555511,-0.0330732495916235,0.251400812923001,0.174069547102541,-0.347304117874085,-0.863979383372651,-0.516425456859226,0.37279747308153,-0.0229237898316366,-0.217485260954876,0.331009649738621,0.333510165036052,0.836267274473248,"POL RIN5-Ref-POL RIN6-Ref",1487,"DG_s08",5.094,5.766,7.047,7.047,10,10,8,8,1.281,"Left",8,8,0,0,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"6",3,0.0992876546286676,-0.152541636994183,-0.243670350296086,0.2969243326616,0.334677321500625,-0.0789849602070802,-0.0916349541766412,-0.648739340355894,-0.418169089934894,-1.72461536818878,-0.512302381999638,-0.68457744216119,-0.375852650420481,-1.10685353385034,-1.80105881243875,0.145839857327204,-0.804255087877897,-0.255716554422547,0.0615321066101653,-1.77113046781371,-0.0936536785241726,0.137856101695169,0.443958905123758,-1.01663526334925,0.409219012032175,0.0202458898678644,0.51347593846776,-0.138706109658306,-0.23388682235172,-0.470459677728941,-0.220119377823493,0.94807801266916,-0.0282693205574218,-0.772381088962192,-1.7291162682054,0.123647991846072,-0.823040342681781,-1.02640951307497,-1.0322685904549,-1.15890511586304,-1.55053714407209,-0.810805385945951,-0.307281907876737,"POL LIN12-Ref-POL LIN13-Ref",1487,"DG_s08",5.094,5.766,7.047,7.047,10,10,8,8,1.281,"Left",8,8,0,0,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"7",3,-0.235085810869413,-0.266966049188787,0.336526321230917,0.165525538827284,-0.209299840319067,-0.667084866457787,0.58937237732023,-0.281675607105024,-0.828219313473094,-0.298435775962489,0.135281909742454,-1.00852526303105,-1.21923350981088,-0.935586671017148,0.00438649087866416,-0.297350330993125,-1.02214888376553,-0.33542582092297,-0.478567300929132,-0.00734022501596288,0.450466983386665,0.294259912763253,-0.738147732544066,-0.462963089386832,-0.563556253420914,1.52220294407279,0.0429937295673883,0.0889587861464283,-1.05726019917777,0.687289836152339,-0.549716266248109,-1.37029229558975,-1.7403824138784,-0.874467602282349,-1.64678946590116,0.0254978761324014,-0.284918184617289,-0.513887956900317,-0.7889919487817,-0.659264689751954,-1.10979031433056,-0.216059253660942,0.246887183274795,"POL RIN9-Ref-POL RIN10-Ref",1487,"DG_s08",5.094,5.766,7.047,7.047,10,10,8,8,1.281,"Left",8,8,0,0,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"8",3,0.18617733601269,-0.12777036858438,0.104560937172492,-0.162967904600802,-0.116816156737046,-0.314905784429263,-0.491677988863172,0.764283644120741,-0.899435920805643,0.416992052408646,-0.347642484285855,-0.000668622726367474,1.04584768954892,-0.777307068053787,-0.165309491666891,1.43654066934393,0.710192599429659,-0.674364141791691,-0.996827279224337,0.379336486585074,-0.128927552898659,-1.11383413709869,-0.188212580559814,-0.817893159277484,0.0525942134529052,-0.487013395671971,-0.50508066256367,-0.575876505421626,0.765839713668529,-0.362017299881336,-0.113281719518574,-0.216154484403111,0.737569037427065,1.08023109796583,0.970235942927051,-0.138456182968463,0.716983071412334,0.514135689837607,0.671056695068337,0.440945860425973,-0.458783362859181,-0.499713995031436,0.346636209021467,"POL RIN4-Ref-POL RIN5-Ref",1487,"DG_s08",5.094,5.766,7.047,7.047,10,10,8,8,1.281,"Left",8,8,0,0,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"9",3,0.331516989299323,-1.32110190894441,1.26524638266225,-0.275661463017165,-0.451747669231195,0.500729377731952,0.32566844938052,1.19276811554031,0.52384757484426,0.292622785184303,-0.9564587953565,0.526850039118662,0.680446656425499,-0.54397118647851,-0.914087613849415,0.873912099093349,-0.0298851965267608,-0.736562229318953,-0.00195977064225028,-1.06287695257246,0.968545732342167,-0.04998826420755,0.484041867157951,1.14049067022788,-1.05383829819619,-0.655649729470898,-0.217512597053934,1.0600090482889,0.449174028458242,0.661551617283689,0.697475817409642,0.696790297033519,1.67960738783195,1.48193809263026,0.485820386454047,0.359580320247807,1.58986900104793,0.233890980064833,0.440510706385735,1.72472844183834,0.682113627947794,0.505041964594385,0.222756207503083,"POL LIN10-Ref-POL LIN11-Ref",1487,"DG_s08",5.094,5.766,7.047,7.047,10,10,8,8,1.281,"Left",8,8,0,0,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"10",3,-0.0807626676035711,0.954921474475094,-0.523755365127459,-0.350403441744064,0.666880868564715,0.271917540667165,0.294318477356331,0.0421947371843543,1.48818037831111,-0.0859991404020137,-0.399545148996816,0.949529928278301,0.402805346709694,0.440346411963974,-0.272994664137433,0.780389861050072,-0.387171398057942,0.783866702675037,1.56329552962875,-0.462097766176004,0.579269475382735,0.419403238118731,0.359049559899467,-0.375404342222214,0.889783413158261,1.38772626227127,0.0234059549676933,-0.25064420101442,-0.195751904669911,0.960626339069093,-0.00221903366769549,1.46835049443511,0.813486950736749,0.998851294397258,1.1238037343654,-0.296066496938774,-0.356563380363262,1.07979611354748,-0.101677118107103,0.431600738064149,-0.0755414178735561,0.684454613979431,0.766204494357669,"POL LIN3-Ref-POL LIN4-Ref",1487,"DG_s08",5.094,5.766,7.047,7.047,10,10,8,8,1.281,"Left",8,8,0,0,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"11",3,-0.752968924836448,1.04063301382116,-0.482698978211746,0.195034889227031,-0.912254944094936,-0.913585832253339,-1.27105923131675,0.588707056035346,-1.01320268036773,-1.55971702692644,-0.931248867436112,1.02195998298918,1.2958565477317,-0.862209711438264,0.100085894951132,-0.356134778589808,-1.00466279676267,-0.0035773795259697,0.0873455090985717,-0.61312279573508,-0.323362357355582,0.0828345561250208,-0.114966078389099,0.339817296582301,0.33554179978215,-1.24425411678805,-1.31114038978031,-0.0497207872976326,-0.885339166132034,-0.394221441295743,1.06081455202368,-0.024705623895199,-0.997430774317413,0.536610397374095,-1.00029605511178,-1.02319248521203,0.0335501821174717,0.194734695170764,0.268914660848163,0.369064491820794,-0.541881155798042,0.646243026925034,0.154530859165316,"POL RAM7-Ref-POL RAM8-Ref",1487,"DG_s08",5.094,5.766,7.047,7.047,10,10,8,8,1.281,"Left",8,8,0,0,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
