"","trial","time_1","time_2","time_3","time_4","time_5","time_6","time_7","time_8","time_9","time_10","time_11","time_12","time_13","time_14","time_15","time_16","time_17","time_18","time_19","time_20","time_21","time_22","time_23","time_24","time_25","time_26","time_27","time_28","time_29","time_30","time_31","time_32","time_33","time_34","time_35","time_36","time_37","time_38","time_39","time_40","time_41","time_42","time_43","electrodes","X","SID","newround_time","choice_time","buttonpress_time","reveal_time","self_payoff","other_payoff","self_foregone","other_foregone","RT","side_chosen","self_var_payoff","other_var_payoff","ineq_var_abs","ineq_choice_abs","ineq_foregone_abs","ineq_disadvent","ineq_advent","ineq_disadvent_choice","ineq_advent_choice","ineq_choice","chose_equality","self_diff","other_diff","L_self","R_self","L_other","R_other"
"1",1,-0.321178648199449,-0.0735687558193288,0.189972063773483,0.204775340245294,-0.0861900637719906,-0.498151619418937,-0.746232865231867,-0.714713673511123,-0.478720363241941,-0.342734748433001,-0.453593163158884,-0.77225570200652,-1.19469462192602,-1.29379840948008,-1.03034714716804,-0.906239758544404,-1.06563422269069,-1.53711266553509,-2.0058653838386,-2.1583248801643,-2.07435023185719,-1.69706546463217,-0.896553418684097,-0.173345784051454,0.221310201164648,0.281395131965614,0.119458017531713,-0.0138711604016635,0.00189807510229745,0.0974914207020872,0.175295657740208,0.172497800937224,0.111858586439019,0.0516602567786757,0.0116804622881759,-0.0294643603232121,-0.201707579655571,-0.491258335229918,-0.890857329505423,-1.46932920522099,-1.81067886642104,-1.71021176633399,-1.52984832193163,"LOF3-LOF4",2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
"2",1,-0.0364588007699886,-0.134729221761546,0.010346579420057,0.160841443111478,0.159634952043973,-0.212411608684564,-0.986127029031393,-1.54262032420831,-1.28257941508727,-0.549637193800107,0.162166904204435,0.582611476913664,0.860793057018057,1.04728250027659,1.01931604912959,0.675548113312239,0.0656910142166414,-0.523004461234508,-0.625634400714668,-0.468264717508376,-0.431786002503477,-0.320451328029934,0.0660556329455098,0.475973814855593,0.605422140999728,0.366187228902623,-0.107081741482386,-0.641041381703223,-1.17216848011568,-1.42889669185337,-1.03744030523549,-0.604676138011484,-0.476212982356786,-0.728945261120896,-1.20379254086544,-1.70078330346327,-2.00455644112221,-1.46952289659212,-0.838505918599741,-0.325929453737535,0.0180953092905964,0.119075744665761,-0.0328668165538408,"RIN3-RIN4",2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
"3",1,0.272531066464516,0.252226064606742,-0.122411204018491,-0.402345927052769,-0.213743687242475,0.0725387388239422,0.210966219754706,0.10034977718508,0.00238512460133933,0.252962141612596,0.713632801003618,1.07399787762234,1.30108784593918,1.37921521113864,1.23447112728899,0.818437791032865,0.430361851716812,0.724269006316145,1.28871196664397,1.74345350523855,2.05792240469916,2.2413203704236,2.29838183094649,2.19541441209518,1.84054873732101,1.17372339976153,0.439660474647191,0.177894533258216,0.0309413780814332,-0.197016545862045,-0.309825264992217,-0.34453687544543,-0.637670858190374,-1.25115467412815,-1.43819405951849,-1.28031265793803,-1.26030234706493,-1.50108473874191,-1.45835748476675,-1.27557532748708,-1.63604876526967,-1.77870523944826,-0.870837580303211,"RIN2-RIN3",2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
"4",1,0.31321641374716,0.0754857705043932,-0.0640895744235426,-0.324612609828007,-0.807815596832409,-1.35503634748952,-1.682310284858,-2.03624194594713,-2.69354061479303,-3.47857215776909,-3.38717699226448,-2.59840088553437,-2.09415606740398,-1.8215830883302,-1.32021926446131,-0.850127900751614,-0.600075754787062,-0.284027113006816,0.22566987555494,0.608087994022107,0.731789898833824,0.690473789738578,0.698924040266924,0.794622857900565,0.859172276159196,0.795618675549081,0.614967863221576,0.350620772152251,-0.0377222615160431,-0.51125333243829,-0.994201796874886,-1.36665719776069,-1.48073830429638,-1.64942433667599,-2.11578489117339,-2.75224897387943,-2.97191928825116,-3.01167853337933,-2.45118278058572,-1.54998052125277,-0.936025672299611,-0.691159972511809,-0.765322972867498,"RAM7-RAM8",2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
"5",1,0.428640693563841,-0.146092780150056,-0.325584760341174,0.0430368469273876,0.281390657672075,0.190361240410461,-0.218469406572442,-0.462101993674622,0.408421711661525,1.46659845566215,2.21580429097975,2.62355887406466,2.75533473018871,2.77666866726726,2.81538221486409,2.76301186455661,2.58462231236601,2.4365228468205,2.40872880478744,2.48858518326417,2.533183213502,2.43273591844637,2.21121402684242,2.14772656812532,2.29269609699089,2.34148567240571,2.11812131367148,1.63380895529455,1.0073038166872,0.578681778566178,0.475606455858937,0.290038365657198,-0.229127027432863,-0.948983230693818,-1.1357735374963,-0.611770397135714,-0.171010333738645,-0.0253765687628604,-0.171300883606309,-0.437114606785867,-0.301911942825226,0.159217281568043,0.304858839678204,"RAM6-RAM7",2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
"6",1,0.773192005029021,0.284210166682374,-0.235817278393156,-0.821584893318239,-1.66236018005557,-2.65216231546083,-2.37527876241334,-1.35943198158961,-0.763132336389822,-0.392392296625305,-0.0357139270963858,0.247136695538832,0.480478179157876,0.677857263294725,0.795255179190423,0.867276264729858,0.973239242727719,1.00380423234243,0.798842140691456,0.30229521523921,-0.392186781981663,-1.06552999215138,-1.50165302219398,-1.60261920195207,-1.68875978524285,-1.91511147788264,-1.76140737540652,-1.54967382018037,-1.14918317636007,-0.393900695951415,0.348578889683398,0.875311546842192,1.23732368339984,1.54014733889053,1.77238495883315,1.86710877933975,1.80761455804223,1.62456397219152,1.32586683950906,0.808423982743932,-0.00736855086554034,-0.92417221087106,-1.18978919439962,"LOF5-LOF6",2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
"7",1,0.750968522063401,0.213387423257386,-0.292995111889308,-0.671360833431477,-0.989539147413929,-1.30312900538021,-1.23615194275579,-0.582374169496164,0.290375233570748,1.12365351344789,1.76917203345819,2.12753382798517,2.12255970155616,1.71572698341022,1.08328274853595,0.827257995954859,1.09403302734214,1.42522988576444,1.57251090215586,1.54347440410693,1.43860443805753,1.30863772085862,1.10752698546153,1.06982585917534,1.3052142038208,1.53745845365883,1.61251560907735,1.55735078856676,1.36175904371281,0.983141578249041,0.439343355872532,-0.204043666380182,-0.629359831855675,-0.529031058060491,-0.215707880673358,0.0562331260174531,0.195913911089423,0.206284019286002,0.0609176567483942,-0.291135876119158,-0.901722390581972,-1.71092478560612,-2.07064100898112,"RAM5-RAM6",2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
"8",1,0.0488349426710615,-0.097288031623826,0.0159607112746345,0.0324923776781292,-0.263697266491051,-0.912675920411067,-1.46802442460206,-1.43984471250334,-1.13728730204671,-0.879440387956313,-0.847127479166808,-1.07380001058735,-1.26218716428212,-1.3640689304212,-1.41260932030749,-1.33847678356117,-1.34741812337753,-1.40652350029834,-1.37705264639633,-1.07327936068201,-0.578609256925916,-0.0853033247521662,0.312785335365097,0.486829356844853,0.304018745846223,-0.250969625007539,-0.940463931585422,-1.33282457729422,-1.26778754980525,-1.13699356356976,-0.990207658914159,-0.792849486446544,-0.727598494805533,-0.807177213519821,-0.952547692915127,-0.849866402917564,-0.482622083591648,-0.260201353960303,-0.312035811619007,-0.665571413423858,-1.24706428026879,-1.40566931044543,-1.26370469950441,"LOF4-LOF5",2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
"9",1,0.559105738829814,0.353063230818243,-0.153155091365312,-0.759013878282746,-0.971353635446947,-0.904144558142491,-0.900444983501087,-0.936931317807764,-0.914242544324278,-0.829957822057358,-0.600418385838703,-0.284664822651452,-0.165664345394019,-0.388789600622676,-0.982256785439988,-1.80383367996057,-1.51286185258915,-0.412224702438376,0.360182552431842,0.745990363975304,0.789047374425921,0.543095104493414,0.140827559036952,-0.259399361268446,-0.711063029458002,-1.35376072718207,-2.04633181555133,-2.38991508878528,-2.51333744760446,-2.54879358909336,-2.0118960749744,-1.41709623295769,-1.06034454991907,-0.776735218198672,-0.548330733497469,-0.34850125744312,-0.104048342999045,0.161206069393472,0.349134638747278,0.485483088429396,0.544822842307118,0.483114233923127,0.256924965804577,"RIN1-RIN2",2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
"10",1,0.608863751482193,0.252021582329125,-0.247150399268161,-0.613734934543156,-0.845339455489694,-0.787777843136719,-0.229876772757093,0.234604463978501,0.463709421492496,0.570590360822651,0.599583532329365,0.462611525682306,0.152639663740534,0.263749681889621,0.931722226177081,1.48327216921659,1.73587741274365,1.68994535472932,1.39238835413677,0.909159304694189,0.264732000239731,-0.436345862387148,-0.690127182883665,-0.317553689457421,0.0339950918744361,0.117016883416932,-0.00538752308575319,-0.236632562881324,-0.41146674710566,-0.319472922353615,-0.124135767433752,-0.0449848492759344,-0.119602995672242,-0.327428925263392,-0.491173106494692,-0.0805259847681485,0.504806433056764,0.881678327284474,0.972521314600879,0.773949691192451,0.350269537611061,-0.125849112169195,-0.491173106494692,"LIN1-LIN2",2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
